Critical Note,iNaturalist taxon name,iNaturalist taxon ID,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Date Reported
,Sebastes nigrocinctus,230757,16,"{""PMLS:9"":[49.040699,-123.644925],""PMLS:24"":[49.040699,-123.644925],""PMLS:66"":[49.040699,-123.644925],""PMLS:1242"":[49.04,-123.595],""PMLS:1402"":[49.03,-123.58667],""PMLS:1850"":[49.03,-123.58667],""PMLS:1965"":[49.03,-123.58667],""PMLS:2058"":[49.03,-123.58667],""PMLS:2114"":[49.03,-123.58667],""PMLS:2250"":[49.01833,-123.59],""PMLS:2340"":[49.03,-123.58667],""PMLS:3308"":[49.03,-123.58667],""PMLS:3413"":[49.03,-123.58667],""PMLS:3748"":[49.03,-123.58667],""PMLS:3944"":[49.03,-123.58667],""PMLS:4078"":[49.03,-123.58667]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes nigrocinctus,,PMLS,Shingle Point Reef,1968-08-01T12:00:00.000Z,,PMLS,wreck of the Del Norte,2012-08-06T12:04:00.000Z
,Sebastes ruberrimus,63695,12,"{""PMLS:8"":[49.040699,-123.644925],""PMLS:65"":[49.040699,-123.644925],""PMLS:1241"":[49.04,-123.595],""PMLS:1401"":[49.03,-123.58667],""PMLS:1624"":[49.03,-123.58667],""PMLS:1849"":[49.03,-123.58667],""PMLS:1964"":[49.03,-123.58667],""PMLS:2057"":[49.03,-123.58667],""PMLS:2113"":[49.03,-123.58667],""PMLS:3218"":[49.03,-123.58667],""PMLS:3307"":[49.03,-123.58667],""PMLS:3749"":[49.03,-123.58667]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes ruberrimus,,PMLS,Shingle Point Reef,1968-08-01T12:00:00.000Z,,PMLS,wreck of the Del Norte,2012-08-06T12:04:00.000Z
,Sedum spathulifolium,58886,10,"{""iNat:6910345"":[49.057397,-123.619233],""iNat:8328296"":[49.031968,-123.599803],""iNat:22904456"":[49.031995,-123.599538],""iNat:38943350"":[49.124867,-123.700678],""iNat:38943351"":[49.118002,-123.68705],""iNat:39051007"":[49.118072,-123.686914],""iNat:39051008"":[49.118192,-123.686683],""iNat:46439210"":[49.032343,-123.600154],""iNat:85685869"":[49.016472,-123.594095]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,John D Reynolds,iNat,,2017-06-26T00:10:00.000Z,John D Reynolds,iNat,,2021-07-04T19:53:44.000Z
,Segestria pacifica,199807,1,"{""iNat:48055532"":[49.057567,-123.621025]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Haplogynae,Dysderoidea,Segestriidae,,,Segestria,Segestria pacifica,Mika Livingston,iNat,,2020-05-31T22:35:19.000Z,Mika Livingston,iNat,,2020-05-31T22:35:19.000Z
,Selaginella wallacei,63875,4,"{""iNat:6910120"":[49.048256,-123.613875],""iNat:9281633"":[49.05013,-123.616814],""iNat:19390351"":[49.048537,-123.617518],""ASIMON:8"":[49.047231,-123.613556]}",Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,,Selaginellaceae,,,Selaginella,Selaginella wallacei,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,Andrew Simon,iNat,,2017-09-06T06:44:00.000Z
,Selaginopsis,701033,16,"{""PMLS:162"":[49.1287,-123.7029],""PMLS:264"":[49.1287,-123.7029],""PMLS:374"":[49.1287,-123.7029],""PMLS:569"":[49.12667,-123.69167],""PMLS:664"":[49.1287,-123.7029],""PMLS:757"":[49.1287,-123.7029],""PMLS:863"":[49.1287,-123.7029],""PMLS:2078"":[49.03,-123.58667],""PMLS:2163"":[49.01833,-123.59],""PMLS:2710"":[49.1287,-123.7029],""PMLS:2940"":[49.01833,-123.59],""PMLS:3047"":[49.01833,-123.59],""PMLS:3432"":[49.03,-123.58667],""PMLS:3513"":[49.1287,-123.7029],""PMLS:4096"":[49.1287,-123.7029],""PMLS:4203"":[49.1287,-123.7029]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Selaginopsis,,,PMLS,Josef Bay,1986-07-13T09:15:00.000Z,,PMLS,Josef Point,2011-09-11T14:50:00.000Z
,Selasphorus rufus,6363,4,"{""iNat:8029702"":[49.033418,-123.611148],""iNat:85640305"":[49.032039,-123.599808],""iNat:86404300"":[49.034929,-123.611911]}",Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,,Trochilidae,,,Selasphorus,Selasphorus rufus,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,,iNat,,2021-07-10T14:07:53.000Z
,Semibalanus cariosus,47658,3,"{""PMLS:511"":[49.1287,-123.7029],""VIC:380"":[49.059442,-123.624488]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Semibalanus,Semibalanus cariosus,,PMLS,Josef Point,1992-11-12T08:45:00.000Z,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Semisuberites cribrosa,194571,1,"{""PMLS:359"":[49.1287,-123.7029]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,Semisuberites cribrosa,,PMLS,Josef Point,1992-10-04T10:30:00.000Z,,PMLS,Josef Point,1992-10-04T10:30:00.000Z
,Senecio sylvaticus,53210,1,"{""iNat:19386871"":[49.046883,-123.634065]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio sylvaticus,Andrew Simon,iNat,,2017-06-24T17:15:00.000Z,Andrew Simon,iNat,,2017-06-24T17:15:00.000Z
,Senecio vulgaris,53211,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio vulgaris,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z
,Serpula columbiana,131207,49,"{""PMLS:32"":[49.126005,-123.717882],""PMLS:169"":[49.1287,-123.7029],""PMLS:269"":[49.1287,-123.7029],""PMLS:381"":[49.1287,-123.7029],""PMLS:483"":[49.1287,-123.7029],""PMLS:573"":[49.12667,-123.69167],""PMLS:673"":[49.1287,-123.7029],""PMLS:762"":[49.1287,-123.7029],""PMLS:988"":[49.1287,-123.7029],""PMLS:1065"":[49.055777,-123.657959],""PMLS:1176"":[49.04,-123.595],""PMLS:1313"":[49.03,-123.58667],""PMLS:1458"":[49.01667,-123.595],""PMLS:1576"":[49.03,-123.58667],""PMLS:1681"":[49.1287,-123.7029],""PMLS:1791"":[49.03,-123.58667],""PMLS:1890"":[49.03,-123.58667],""PMLS:1998"":[49.03,-123.58667],""PMLS:2080"":[49.03,-123.58667],""PMLS:2172"":[49.01833,-123.59],""PMLS:2291"":[49.03,-123.58667],""PMLS:2390"":[49.03,-123.58667],""PMLS:2459"":[49.03,-123.58667],""PMLS:2535"":[49.1287,-123.7029],""PMLS:2612"":[49.03,-123.58667],""PMLS:2718"":[49.1287,-123.7029],""PMLS:2831"":[49.03,-123.58667],""PMLS:2952"":[49.01833,-123.59],""PMLS:3058"":[49.01833,-123.59],""PMLS:3158"":[49.03,-123.58667],""PMLS:3249"":[49.03,-123.58667],""PMLS:3351"":[49.03,-123.58667],""PMLS:3437"":[49.03,-123.58667],""PMLS:3520"":[49.1287,-123.7029],""PMLS:3618"":[49.02333,-123.585],""PMLS:3696"":[49.03,-123.58667],""PMLS:3789"":[49.1287,-123.7029],""PMLS:3874"":[49.01585,-123.611406],""PMLS:3917"":[49.03,-123.58667],""PMLS:3976"":[49.1287,-123.7029],""PMLS:4049"":[49.03,-123.58667],""PMLS:4175"":[49.1287,-123.7029],""PMLS:4306"":[49.087832,-123.684704],""PMLS:4365"":[49.087832,-123.684704],""PMLS:4386"":[49.087832,-123.684704]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,Serpula columbiana,,PMLS,Dibuxante Cove,1970-04-03T13:30:00.000Z,,VIC,Valdes Island,2016-06-04T00:00:00.000Z
,Setophaga coronata,145245,2,"{""iNat:13962769"":[49.042793,-123.60937],""iNat:73702845"":[49.061602,-123.646628]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga coronata,Bridget Spencer,iNat,,2018-07-01T00:00:00.000Z,John D Reynolds,iNat,,2021-04-04T20:15:00.000Z
,Setophaga nigrescens,145254,1,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga nigrescens,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Setophaga townsendi,145255,1,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga townsendi,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Shepherdia canadensis,79072,1,"{""UBC:75"":[49.09,-123.69]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Shepherdia,Shepherdia canadensis,Frank Lomer,UBC,Valdes Island,2008-07-14T00:00:00.000Z,Frank Lomer,UBC,Valdes Island,2008-07-14T00:00:00.000Z
,Silene coronaria,485191,13,"{""iNat:9282025"":[49.10997,-123.70344],""iNat:19388508"":[49.0418,-123.643081],""iNat:30465374"":[49.074311,-123.655692],""iNat:37150287"":[49.125233,-123.700706],""iNat:39050964"":[49.118375,-123.685019],""iNat:52303326"":[49.024708,-123.595136],""iNat:55809917"":[49.074303,-123.655678],""iNat:73650553"":[49.075939,-123.653236],""iNat:90603072"":[49.075256,-123.646508],""iNat:96843383"":[49.020225,-123.599075],""iNat:96844235"":[49.042089,-123.621422],""ASIMON:45"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,John D Reynolds,iNat,,2021-09-04T19:04:00.000Z
,Similiclava nivea,873890,26,"{""PMLS:475"":[49.1287,-123.7029],""PMLS:665"":[49.1287,-123.7029],""PMLS:868"":[49.1287,-123.7029],""PMLS:983"":[49.1287,-123.7029],""PMLS:1307"":[49.03,-123.58667],""PMLS:1454"":[49.01667,-123.595],""PMLS:1572"":[49.03,-123.58667],""PMLS:1671"":[49.1287,-123.7029],""PMLS:1788"":[49.03,-123.58667],""PMLS:1995"":[49.03,-123.58667],""PMLS:2168"":[49.01833,-123.59],""PMLS:2289"":[49.03,-123.58667],""PMLS:2384"":[49.03,-123.58667],""PMLS:2527"":[49.1287,-123.7029],""PMLS:2610"":[49.03,-123.58667],""PMLS:2827"":[49.03,-123.58667],""PMLS:2948"":[49.01833,-123.59],""PMLS:3055"":[49.01833,-123.59],""PMLS:3151"":[49.03,-123.58667],""PMLS:3245"":[49.03,-123.58667],""PMLS:3347"":[49.03,-123.58667],""PMLS:3434"":[49.03,-123.58667],""PMLS:3786"":[49.1287,-123.7029],""PMLS:3911"":[49.03,-123.58667],""PMLS:3966"":[49.1287,-123.7029],""PMLS:4041"":[49.03,-123.58667]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Similiclavidae,,,Similiclava,Similiclava nivea,,PMLS,Josef Point,1992-11-12T08:45:00.000Z,,PMLS,Josef Point,2012-08-08T14:01:00.000Z
,Sitta canadensis,14823,2,"{""iNat:73916282"":[49.076089,-123.652514]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Sittidae,,,Sitta,Sitta canadensis,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,John D Reynolds,iNat,,2021-04-04T19:47:00.000Z
,Smithora naiadum,339024,5,"{""PMLS:2276"":[49.03,-123.58667],""PMLS:4186"":[49.1287,-123.7029],""VIC:63"":[49.059442,-123.624488]}",Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,,Erythrotrichiaceae,,,Smithora,Smithora naiadum,,PMLS,Josef Point,1997-10-19T12:23:00.000Z,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Solaster dawsoni,117692,33,"{""PMLS:56"":[49.040699,-123.644925],""PMLS:115"":[49.087832,-123.684704],""PMLS:220"":[49.1287,-123.7029],""PMLS:416"":[49.1287,-123.7029],""PMLS:530"":[49.1287,-123.7029],""PMLS:613"":[49.12667,-123.69167],""PMLS:709"":[49.1287,-123.7029],""PMLS:928"":[49.1287,-123.7029],""PMLS:1091"":[49.055777,-123.657959],""PMLS:1221"":[49.04,-123.595],""PMLS:1513"":[49.01667,-123.595],""PMLS:1605"":[49.03,-123.58667],""PMLS:1729"":[49.1287,-123.7029],""PMLS:1825"":[49.03,-123.58667],""PMLS:1935"":[49.03,-123.58667],""PMLS:2035"":[49.03,-123.58667],""PMLS:2228"":[49.01833,-123.59],""PMLS:2319"":[49.03,-123.58667],""PMLS:2423"":[49.03,-123.58667],""PMLS:2567"":[49.1287,-123.7029],""PMLS:2646"":[49.03,-123.58667],""PMLS:2876"":[49.03,-123.58667],""PMLS:2999"":[49.01833,-123.59],""PMLS:3105"":[49.01833,-123.59],""PMLS:3198"":[49.03,-123.58667],""PMLS:3284"":[49.03,-123.58667],""PMLS:3389"":[49.03,-123.58667],""PMLS:3459"":[49.03,-123.58667],""PMLS:3568"":[49.1287,-123.7029],""PMLS:3644"":[49.02333,-123.585],""PMLS:3722"":[49.03,-123.58667],""PMLS:3835"":[49.1287,-123.7029],""PMLS:4269"":[49.1287,-123.7029]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster dawsoni,,PMLS,Shingle Point Reef,1973-08-15T10:30:00.000Z,,PMLS,Josef Point,2012-08-08T14:01:00.000Z
,Solaster endeca,371725,1,"{""PMLS:1223"":[49.04,-123.595]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster endeca,,PMLS,Noel Bay Reefs,2006-12-17T11:12:00.000Z,,PMLS,Noel Bay Reefs,2006-12-17T11:12:00.000Z
,Solaster stimpsoni,208013,33,"{""PMLS:57"":[49.040699,-123.644925],""PMLS:116"":[49.087832,-123.684704],""PMLS:221"":[49.1287,-123.7029],""PMLS:417"":[49.1287,-123.7029],""PMLS:531"":[49.1287,-123.7029],""PMLS:614"":[49.12667,-123.69167],""PMLS:710"":[49.1287,-123.7029],""PMLS:1026"":[49.1287,-123.7029],""PMLS:1222"":[49.04,-123.595],""PMLS:1379"":[49.03,-123.58667],""PMLS:1514"":[49.01667,-123.595],""PMLS:1730"":[49.1287,-123.7029],""PMLS:1826"":[49.03,-123.58667],""PMLS:1936"":[49.03,-123.58667],""PMLS:2036"":[49.03,-123.58667],""PMLS:2229"":[49.01833,-123.59],""PMLS:2320"":[49.03,-123.58667],""PMLS:2424"":[49.03,-123.58667],""PMLS:2568"":[49.1287,-123.7029],""PMLS:2647"":[49.03,-123.58667],""PMLS:2762"":[49.1287,-123.7029],""PMLS:2877"":[49.03,-123.58667],""PMLS:3000"":[49.01833,-123.59],""PMLS:3199"":[49.03,-123.58667],""PMLS:3285"":[49.03,-123.58667],""PMLS:3390"":[49.03,-123.58667],""PMLS:3569"":[49.1287,-123.7029],""PMLS:3645"":[49.02333,-123.585],""PMLS:3723"":[49.03,-123.58667],""PMLS:3836"":[49.1287,-123.7029],""PMLS:4007"":[49.1287,-123.7029],""PMLS:4147"":[49.1287,-123.7029],""PMLS:4270"":[49.1287,-123.7029]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster stimpsoni,,PMLS,Shingle Point Reef,1973-08-15T10:30:00.000Z,,PMLS,Josef Point,2012-08-08T14:01:00.000Z
,Solen sicarius,54529,1,"{""PMLS:3880"":[49.01585,-123.611406]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,,Solenoidea,Solenidae,,,Solen,Solen sicarius,,PMLS,Cardale Point,2013-01-02T12:22:00.000Z,,PMLS,Cardale Point,2013-01-02T12:22:00.000Z
,Sonchus asper,53269,2,"{""iNat:19388518"":[49.0418,-123.643081],""ASIMON:46"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus asper,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,Andrew Simon,iNat,,2017-06-24T19:14:00.000Z
,Sorex vagrans vagrans,345876,3,,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,,Soricidae,Soricinae,Soricini,Sorex,Sorex vagrans,Phillip Nott,RBCM,Valdes Island,1975-05-29T00:00:00.000Z,Heather Ashton; Jane Algard; Phillip Nott,RBCM,Valdes Island,1975-05-30T00:00:00.000Z
,Sparlingia pertusa,429855,7,"{""PMLS:1426"":[49.01667,-123.595],""PMLS:1559"":[49.03,-123.58667],""PMLS:1772"":[49.03,-123.58667],""PMLS:2804"":[49.03,-123.58667],""PMLS:4035"":[49.03,-123.58667],""UBC:56"":[49.1,-123.7]}",Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Rhodymeniaceae,,,Sparlingia,Sparlingia pertusa,B. Patriquem,UBC,Valdes Island,1972-07-20T00:00:00.000Z,,PMLS,wreck of the Del Norte,2009-02-28T11:13:00.000Z
,Spelobia,211476,1,"{""RBCM:372"":[49.041111,-123.608056]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Spelobia,,Joel Gibson; Anabel Gibson,RBCM,Valdes Island,2017-06-23T00:00:00.000Z,Joel Gibson; Anabel Gibson,RBCM,Valdes Island,2017-06-23T00:00:00.000Z
,Spergularia canadensis,79168,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,Spergularia canadensis,,,,,,,,
,Sphaerium,92157,1,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Sphaeriida,,,Sphaerioidea,Sphaeriidae,Sphaeriinae,,Sphaerium,,,VIC,Valdes Island,2016-01-01T00:00:00.000Z,,VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Sphyrapicus ruber,18464,1,,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Sphyrapicus,Sphyrapicus ruber,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Spilosoma virginica,60839,1,"{""iNat:96843290"":[49.053719,-123.632722]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Spilosoma,Spilosoma virginica,John D Reynolds,iNat,,2021-09-04T16:27:00.000Z,John D Reynolds,iNat,,2021-09-04T16:27:00.000Z
,Spinus pinus,145304,1,"{""iNat:67266257"":[49.029796,-123.600803]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,Spinus pinus,,iNat,,2020-12-29T22:27:22.000Z,,iNat,,2020-12-29T22:27:22.000Z
,Spinus tristis,145310,1,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,Spinus tristis,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Spiranthes romanzoffiana,50743,1,"{""iNat:55809915"":[49.0666,-123.651261]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,Spiranthes romanzoffiana,John D Reynolds,iNat,,2020-08-03T18:15:00.000Z,John D Reynolds,iNat,,2020-08-03T18:15:00.000Z
,Stachys chamissonis cooleyae,52627,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,Stachys chamissonis,,,,,,,,
,Stellaria calycantha,79200,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,Stellaria calycantha,,,,,,,,
,Stellaria crispa,79201,4,"{""iNat:9281645"":[49.050178,-123.620184],""iNat:9281989"":[49.110976,-123.696336]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,Stellaria crispa,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,Andrew Simon,iNat,,2017-09-06T06:44:00.000Z
,Stellaria media,1087592,4,"{""iNat:19382346"":[49.057618,-123.626254],""iNat:19388496"":[49.0418,-123.643081],""iNat:73660218"":[49.063314,-123.653717]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,John D Reynolds,iNat,,2021-04-04T21:49:00.000Z
,Stenogramma interruptum,339049,1,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Phyllophoraceae,,,Stenogramma,Stenogramma interruptum,Neil Stainton,UBC,Valdes Island,1974-05-15T00:00:00.000Z,Neil Stainton,UBC,Valdes Island,1974-05-15T00:00:00.000Z
,Stenotus binotatus,321690,6,"{""RBCM:373"":[49.058056,-123.623889],""RBCM:374"":[49.058056,-123.623889],""RBCM:375"":[49.058056,-123.623889],""RBCM:376"":[49.058056,-123.623889],""RBCM:377"":[49.058056,-123.623889],""RBCM:378"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,Stenotus,Stenotus binotatus,Joel Gibson; Anabel Gibson,RBCM,Valdes Island,2017-06-24T00:00:00.000Z,Joel Gibson; Anabel Gibson,RBCM,Valdes Island,2017-06-24T00:00:00.000Z
,Stephanocystis geminata,866748,6,"{""PMLS:1253"":[49.03,-123.58667],""PMLS:1544"":[49.03,-123.58667],""PMLS:1860"":[49.03,-123.58667],""PMLS:2785"":[49.03,-123.58667],""PMLS:3320"":[49.03,-123.58667]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Sargassaceae,,,Stephanocystis,Stephanocystis geminata,,PMLS,wreck of the Del Norte,2008-03-23T11:43:00.000Z,,PMLS,wreck of the Del Norte,2009-10-10T14:12:00.000Z
,Stereodon subimponens,1123573,2,"{""iNat:19390383"":[49.048537,-123.617518],""ASIMON:4"":[49.047231,-123.613556]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Stereodontaceae,,,Stereodon,Stereodon subimponens,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,Andrew Simon,iNat,,2017-06-24T23:56:00.000Z
,Stereum hirsutum,55501,2,"{""iNat:37146683"":[49.124231,-123.7005]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Stereaceae,,,Stereum,Stereum hirsutum,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,John D Reynolds,iNat,,2019-12-29T21:42:00.000Z
,Stomphia didemon,501276,1,"{""PMLS:1167"":[49.04,-123.595]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,Stomphia didemon,,PMLS,Noel Bay Reefs,2006-12-17T11:12:00.000Z,,PMLS,Noel Bay Reefs,2006-12-17T11:12:00.000Z
,Strix varia,19893,1,"{""iNat:96844217"":[49.028561,-123.607261]}",Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Strix,Strix varia,John D Reynolds,iNat,,2021-09-04T18:34:00.000Z,John D Reynolds,iNat,,2021-09-04T18:34:00.000Z
