iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,GBIF ID,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Hymenena,339066,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,Cryptopleureae,Hymenena,,Hymenena sp.,unlisted,unlisted,reported,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. Difficult to ID to species (and genus! -often confused with Cryptopleura)",black-lined red seaweed
Membranoptera platyphylla,873897,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,Delesserioideae,,Membranoptera,Membranoptera platyphylla,Membranoptera platyphylla,unlisted,unlisted,reported,1977-11-27,Michael W. Hawkes,UBC,,,A57497,,,,reported as Membranoptera multiramosa,"name updated, UBC accession has no photo to check, but species distribution includes Galiano",feather-veined red seaweed
Polyneura latissima,339014,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Polyneura,Polyneura latissima,Polyneura latissima,unlisted,unlisted,reported,1977-11-27,Michael W. Hawkes,UBC,,,A57496,,,,syn. Nitophyllum nottii,"No UBC accession or iNat record to check, but species distribution includes Salish Sea",network red seaweed
Schizymenia,180618,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Schizymeniaceae,,,Schizymenia,,Schizymenia sp.,unlisted,unlisted,confirmed,1999-10-02,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,Joan Septembre,,,https://www.inaturalist.org/observations/24711788,https://static.inaturalist.org/photos/38215170/medium.jpeg?1557200103,,"no change (KH). It is common, although difficult to ID to species. —iNat photo needs assessment (AS); updated iNat record. Appears to be Schizymenia",ruffled red seaweed
Neorhodomela larix,67413,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Neorhodomela,Neorhodomela larix,Neorhodomela larix,unlisted,unlisted,confirmed,2008-02-17,Andy Lamb & Donna Gibbs,Ocean Wise,2017-01-27,Tyrel Froese,,,https://www.inaturalist.org/observations/5020868,https://static.inaturalist.org/photos/6143657/medium.jpeg?1485668525,,"No update, iNaturalist record used for species confirmation",black pine seaweed
Osmundea spectabilis,339015,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,Laurencieae,Osmundea,Osmundea spectabilis,Osmundea spectabilis,unlisted,unlisted,confirmed,2006-03-05,Andy Lamb & Donna Gibbs,Ocean Wise,2016-08-07,Tyrel Froese,,,http://www.inaturalist.org/observations/3925818,https://static.inaturalist.org/photos/4619711/medium.jpeg?1471719177,,"No update, iNaturalist record used for species confirmation",sea laurel
Pterochondria woodii,339016,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Pterochondria,Pterochondria woodii,Pterochondria woodii,unlisted,unlisted,reported,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",cartilage-wing seaweed
Griffithsia pacifica,326993,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Griffithsia,Griffithsia pacifica,Griffithsia pacifica,unlisted,unlisted,reported,1977-11-27,Michael W. Hawkes,UBC,,,A57492,,,,,no change (KH). Has a type locality from San Juan islands.,orange-coloured red alga
Pleonosporium vancouverianum,500288,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Pleonosporium,Pleonosporium vancouverianum,Pleonosporium vancouverianum,unlisted,unlisted,reported,1977-11-27,Michael W. Hawkes,UBC,,,A57491,,,,,"No update, UBC accession has no photo to check, but species distribution includes Galiano",red alga
Ptilota serrata,473839,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,,Ptiloteae,Ptilota,Ptilota serrata,Ptilota serrata,unlisted,unlisted,new 2019,,,,2019-05-25,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861438,https://static.inaturalist.org/photos/40104314/medium.jpg?1558937086,,,northern sea fern
Bossiella,127155,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,Bossiella,,Bossiella sp.,unlisted,unlisted,confirmed,1985-12-08,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861026,https://static.inaturalist.org/photos/40103122/medium.jpg?1558935538,,"no change (KH), there are many species of Bossiella in this area.",leaf coral seaweed
Calliarthron,127154,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,Calliarthron,,Calliarthron sp.,unlisted,unlisted,reported,1995-02-26,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH). Common here, most likely C. tuberculosum",leaf coral seaweed
Clathromorphum,326286,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Clathromorphum,,Clathromorphum sp.,unlisted,unlisted,reported,1993-08-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,It is difficult to know what Andy was refering to here. This taxon now falls under two genera so I cannot give an updated name without a species epithet.,crustose coralline
Corallina officinalis chilensis,345230,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,Corallina,Corallina officinalis,Corallina officinalis var. chilensis,unlisted,unlisted,reported,2006-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH), common and has been recorded from the area.",pink feather coralline
Corallina vancouveriensis,126448,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,Corallina,Corallina vancouveriensis,Corallina vancouveriensis,unlisted,unlisted,reported,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH), common and has been recorded from the area.",graceful coralline
Constantinea simplex,345231,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Constantinea,Constantinea simplex,Constantinea simplex,unlisted,unlisted,reported,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH), common and has been recorded from the area.",cup and saucer seaweed
Constantinea subulifera,473053,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Constantinea,Constantinea subulifera,Constantinea subulifera,unlisted,unlisted,confirmed,2016-02-07,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-05,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25927075,https://static.inaturalist.org/photos/40213359/medium.jpeg?1559018300,,"no change (KH), common and has been recorded from the area.",giant cup and saucer seaweed
Cryptosiphonia woodii,117777,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Cryptosiphonia,Cryptosiphonia woodii,Cryptosiphonia woodii,unlisted,unlisted,confirmed,2009-03-20,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,John D. Reynolds,,,https://www.inaturalist.org/observations/24708735,https://static.inaturalist.org/photos/38209365/medium.jpg?1557196165,,no change (KH). Common and easy to identify. We observed on our blitz.,dark branching-tube seaweed
Farlowia mollis,117783,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Farlowia,Farlowia mollis,Farlowia mollis,unlisted,unlisted,confirmed,2006-03-05,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861009,https://static.inaturalist.org/photos/40103025/medium.jpg?1558935449,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. We observed during the blitz.",tattered red seaweed
Endocladia muricata,117781,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Endocladiaceae,,,Endocladia,Endocladia muricata,Endocladia muricata,unlisted,unlisted,confirmed,2006-11-11,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-05,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25927063,https://static.inaturalist.org/photos/40213249/medium.jpeg?1559018173,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. We observed during the blitz.",nail brush seaweed
Opuntiella californica,349218,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Areschougiaceae,,,Opuntiella,Opuntiella californica,Opuntiella californica,unlisted,unlisted,reported,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"family updated, No UBC accession or iNat record to check, but species distribution includes Galiano; authority added",prickly pear seaweed
Chondracanthus exasperatus,127153,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Chondracanthus,Chondracanthus exasperatus,Chondracanthus exasperatus,unlisted,unlisted,confirmed,1996-04-02,E. McNeil,UBC,2015-08-28,Lauren Magner,A82321,,http://www.inaturalist.org/observations/3734901,https://static.inaturalist.org/photos/4340063/medium.jpeg?1469331030,,no change (KH). Common here and we observed during the Bioblitz. Confirmed iNaturalist record.,Turkish towel
Mazzaella oregona,362211,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Mazzaella,Mazzaella oregona,Mazzaella oregona,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861031,https://static.inaturalist.org/photos/40103127/medium.jpg?1558935542,,,
Mazzaella splendens,71118,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Mazzaella,Mazzaella splendens,Mazzaella splendens,unlisted,unlisted,confirmed,1993-05-09,Andy Lamb & Donna Gibbs,Ocean Wise,2016-07-11,Adam Huggins & Tyrel Froese,,,http://www.inaturalist.org/observations/3684445,https://static.inaturalist.org/photos/4272137/medium.?1468629173,,"No update, iNaturalist record used for species confirmation",iridescent seaweed
Callophyllis edentata,895191,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,Callophyllis edentata,Callophyllis edentata,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861012,https://static.inaturalist.org/photos/40103034/medium.jpg?1558935460,,,
Callophyllis flabellulata,446885,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,Callophyllis flabellulata,Callophyllis flabellulata,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25860491,https://static.inaturalist.org/photos/40102450/medium.jpg?1558934826,,,
Fredericqia chiton,957351,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,Fredericqia,Fredericqia chiton,Fredericqia chiton,unlisted,unlisted,reported,2016-03-27,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Gymnogongrus chiton,Updated genus name to current and added authorities (KH),thin forked seaweed
Fredericqia deveauniensis,564944,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,Fredericqia,Fredericqia deveauniensis,Fredericqia deveauniensis,unlisted,unlisted,new 2019,,,,2019-05-05,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25927077,https://static.inaturalist.org/photos/40213362/medium.jpeg?1559018303,,,
Mastocarpus papillatus,117807,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,Mastocarpus,Mastocarpus papillatus,Mastocarpus papillatus,unlisted,unlisted,new 2015,,,,2015-08-05,Andrew Simon,,,http://www.inaturalist.org/observations/2599389,https://static.inaturalist.org/photos/2902307/medium.JPG?1453227516,,"questionable?; Could be this, difficult to ID to species (KH).",Turkish washcloth
Stenogramma californicum,497325,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,Stenogramma,Stenogramma californicum,Stenogramma californicum,unlisted,unlisted,reported,2007-10-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Stenogramma interruptum,taxon ID corrected (Stennogramma interruptum [incorrect spelling] is S. californicum in Pacific NE). No iNat record or UBC accession; authority updated,midrib seaweed
Schizymenia pacifica,339050,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Schizymeniaceae,,,Schizymenia,Schizymenia pacifica,Schizymenia pacifica,unlisted,unlisted,reported,2006-06-30,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",slimy leaf
Sarcodiotheca furcata,327100,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca furcata,Sarcodiotheca furcata,unlisted,unlisted,confirmed,2007-10-21,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861008,https://static.inaturalist.org/photos/40103018/medium.jpg?1558935444,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",furcated fleshy red seaweed
Sarcodiotheca gaudichaudii,327099,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca gaudichaudii,Sarcodiotheca gaudichaudii,unlisted,unlisted,confirmed,1996-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,2017-05-29,Karolle Wall,,,https://www.inaturalist.org/observations/7659463,https://static.inaturalist.org/photos/10025946/medium.jpg?1503767581,,"No update, iNaturalist record used for species confirmation",succulent seaweed
Gracilaria pacifica,497324,Plantae,Rhodophyta,,,Florideophyceae,,,Gracilariales,,,Gracilariaceae,,,Gracilaria,Gracilaria pacifica,Gracilaria pacifica,unlisted,unlisted,reported,1996-04-02,E. McNeil,UBC,,,A82320,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. Looked at UBC accession but there is no photo.",California limu
Gracilariopsis andersonii,360321,Plantae,Rhodophyta,,,Florideophyceae,,,Gracilariales,,,Gracilariaceae,,,Gracilariopsis,Gracilariopsis andersonii,Gracilariopsis andersonii,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861429,https://static.inaturalist.org/photos/40104281/medium.jpg?1558937037,,,
Prionitis lanceolata,117820,Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,Halymeniaceae,,,Prionitis,Prionitis lanceolata,Prionitis lanceolata,unlisted,unlisted,new 2016,,,,2016-09-01,Andrew Simon,,,http://www.inaturalist.org/observations/4017216,https://static.inaturalist.org/photos/4745588/medium.jpg?1472823158,reported as Grateloupia americana,,red alga
Prionitis sternbergii,347988,Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,Halymeniaceae,,,Prionitis,Prionitis sternbergii,Prionitis sternbergii,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861017,https://static.inaturalist.org/photos/40103064/medium.jpg?1558935476,,,
Hildenbrandia rubra,183033,Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,Hildenbrandiaceae,,,Hildenbrandia,Hildenbrandia rubra,Hildenbrandia rubra,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25859343,https://static.inaturalist.org/photos/40100693/medium.jpg?1558932972,,,rusty rock
Devaleraea mollis,747472,Plantae,Rhodophyta,,,Florideophyceae,,,Palmariales,,,Palmariaceae,,,Devaleraea,Devaleraea mollis,Devaleraea mollis,unlisted,unlisted,reported,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Palmaria mollis,"name updated, no UBC accession or iNat record to check",thin dulse
Halosaccion glandiforme,123649,Plantae,Rhodophyta,,,Florideophyceae,,,Palmariales,,,Palmariaceae,,,Halosaccion,Halosaccion glandiforme,Halosaccion glandiforme,unlisted,unlisted,confirmed,1996-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,2016-08-17,Andrew Simon,,,http://www.inaturalist.org/observations/3910080,https://static.inaturalist.org/photos/4596530/medium.jpeg?1471493391,,no change (KH). Confirmed iNaturalist record.,sea sacs
Palmaria callophylloides,341794,Plantae,Rhodophyta,,,Florideophyceae,,,Palmariales,,,Palmariaceae,,,Palmaria,Palmaria callophylloides,Palmaria callophylloides,unlisted,unlisted,reported,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"No update, No UBC or iNat record for species ID; authority added",Callophyllis-like dulse
Plocamium cartilagineum pacificum,339051,Plantae,Rhodophyta,,,Florideophyceae,,,Plocamiales,,,Plocamiaceae,,,Plocamium,Plocamium cartilagineum,Plocamium pacificum,unlisted,unlisted,confirmed,2007-10-21,Andy Lamb & Donna Gibbs,Ocean Wise,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861013,https://static.inaturalist.org/photos/40103040/medium.jpg?1558935465,reported as Plocamium cartilageneum ssp. pacificum,"No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",sea braid
Neogastroclonium subarticulatum,339052,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Champiaceae,,,Neogastroclonium,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,unlisted,unlisted,new 2019,,,,2019-05-04,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861014,https://static.inaturalist.org/photos/40103049/medium.jpg?1558935469,,,
Gloiocladia fryeana,865801,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Faucheaceae,,,Gloiocladia,Gloiocladia fryeana,Gloiocladia fryeana,unlisted,unlisted,reported,2006-09-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Fauchea fryeana,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. Updated name and authorities.",margined blue branching seaweed
Gloiocladia laciniata,429862,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Faucheaceae,,,Gloiocladia,Gloiocladia laciniata,Gloiocladia laciniata,unlisted,unlisted,reported,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area.",blue branching seaweed
Fryeella gardneri,500286,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Fryeellaceae,,,Fryeella,Fryeella gardneri,Fryeella gardneri,unlisted,unlisted,reported,1977-11-27,Michael W. Hawkes,UBC,,,A57499,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area.",arched red seaweed
Lomentaria hakodatensis,345348,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Lomentariaceae,,,Lomentaria,Lomentaria hakodatensis,Lomentaria hakodatensis,unlisted,unlisted,new 2019,,,,2019-05-24,Bridgette Clarkston,,,https://www.inaturalist.org/observations/25861437,https://static.inaturalist.org/photos/40104307/medium.jpeg?1558937077,,,
Rhodymenia californica,133214,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Rhodymeniaceae,,,Rhodymenia,Rhodymenia californica,Rhodymenia californica,unlisted,unlisted,reported,2007-08-20,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",California rose seaweed
