Taxon,Author,Common Name,Kingdom,Phylum,Sub-phylum,Super-class,Class,Sub-class,Super-order,Order,Sub-order,Super-family,Family,Sub-family,Origin or Residency Status,Status (coloured if red or blue listed),Reporting,Documented in iNaturalist,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,LGL,First Documented,Documenter,iNaturalist Link,Notes,iNaturalist Taxon ID,Stats Code,Latitude,Longditude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solaster paxillatus ,Staden,orange sunstar,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,Exotic,genus not in CDC records,reported,undocumented,2013-05-09T11:43:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Miniaty Bay,464850,,49.6115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solaster stimpsoni,Verrill,Striped Sun Star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,Exotic,genus not in CDC records,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",6/26/2020,rachmunger,https://www.inaturalist.org/observations/69996331,,208013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteraster militaris,Müller,none,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,,,,genus not in CDC records,reported,undocumented,2004-08-06T10:07:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs Porteau,255713,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteraster tesselatus,Ives,Slime Star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,,,,genus not in CDC records,reported,undocumented,2017-03-11T11:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau shoreline north,194701,,49.56283,-123.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgonocephalus eucnemis,Müller & Troschel,basket star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Euryalida,,,Gorgonocephalidae,Gorgonocephalinae,Exotic,genus not in CDC records,,,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,465153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophiopholis aculeata ,L.,daisy brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,Ophiactoidea,Ophiopholidae,,Exotic,genus not in CDC records,,,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,56685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophiura luetkenii,Lyman,gray brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,Exotic,genus not in CDC records,reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,255865,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophiura sarsii ,Lütken,notched brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,Exotic,genus not in CDC records,,,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,202051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florometra serratissima ,Clark,feather star,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,Antedonoidea,Antedonidae,Heliometrinae,Exotic,genus not in CDC records,reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,195902,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocentrotus franciscanus ,Agassiz,red sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,resident,S5? (2019),reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,992313,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongylocentrotus droebachiensis,Müller,Green Sea Urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,resident,S5 (2019),confirmed,documented,2018-01-16T13:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",6/20/2015,mlssofbc,http://www.inaturalist.org/observations/3189209,"Gibbs Defence Islands, sponge garden",120070,,49.57667,-123.27443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumaria miniata,Brandt,Orange Sea Cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,resident,S5 (2019),confirmed,documented,2018-01-16T13:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",3/3/2019,bridgetspencer,https://www.inaturalist.org/observations/20935881,"Gibbs: Defence Islands, sponge garden",117695,,49.57667,-123.27443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumaria pallida,Kirkendale & Lambert,Pallid Sea Cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,Exotic,S5 (2019),new 2021,documented,,,,,,3/6/2021,rachmunger,https://www.inaturalist.org/observations/70697374,,356416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumaria piperata,Stimpson,salt and pepper sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,resident,S5 (2019),confirmed,documented,2011-02-05T13:49:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",6/24/2018,thiebaud,https://www.inaturalist.org/observations/55767349,"Gibbs: Porteau, ferry dock",424353,,49.55983,-123.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eupentacta pseudoquinquesemita,Deichmann,none,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,,,S5 (2019),reported,undocumented,2007-05-31T14:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,"Gibbs: Britannia mine, south",311593,,49.63072,-123.21232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eupentacta quinquesemita,Selenka,Stiff-footed Sea Cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,,,S5 (2019),reported,undocumented,1999-09-13T12:24:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gbbs: Porteau shoreline north,51695,,49.56283,-123.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eupentacta spp. ,Deichmann,white sea cucumbers,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Sclerodactylidae,,resident,S5 (2019),reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,51697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psolidium bidiscum,Lambert,pale creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,resident,S4S5 (2019),reported,undocumented,2005-12-05T12:30:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Britannia bioherm,873892,,49.59062,-123.25868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psolus chitonoides ,Clark,creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,resident,S5 (2019),reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,473064,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apostichopus californicus,Stimpson,giant California sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,Stichopodidae,,resident,S5 (2019),confirmed,documented,2018-01-16T13:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",6/20/2015,mlssofbc,http://www.inaturalist.org/observations/3189192,"Gibbs: Defence Islands, sponge garden",202640,,49.57667,-123.27443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barentsia sp. ,Hincks,nodding heads (a marine sp.),Animalia,Entoprocta, ,, ,,,Pedicellinida,,,Barentsiidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,211513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panopea generosa,Gould,Pacific Geoduck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,,,,,genus not in CDC records,reported,undocumented,1993-03-21T14:47:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau,117618,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astarte elliptica,T. Brown,elliptical astarte,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Carditida,,Crassatelloidea,Astartidae,,Exotic,genus not in CDC records,reported,undocumented,2015-01-11T13:34:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,483013,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinocardium nuttalli,Conrad,Nuttall's Cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,,,,genus not in CDC records,reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau,69925,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macoma sp.,L.,none,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,,,,genus not in CDC records,reported,undocumented,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau,71252,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bankia setacea,Tryon,none,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,,,,genus not in CDC records,reported,undocumented,2005-02-17T10:45:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau shoreline north,347368,,49.56283,-123.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modiolus modiolus,L.,northern horsemussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,123772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mytilus californianus,Conrad,california mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytilloidea,Mytilidae,Mytilinae,Exotic,genus not in CDC records,reported,undocumented,2002-06-23T12:39:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Porteau,62806,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mytilus trossulus,Gould,northern bay mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,Exotic,genus not in CDC records,confirmed,documented,2015-01-29T10:59:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",2020-02-13,arachnerd,https://www.inaturalist.org/observations/38619558,Gibbs: Porteau,130239,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magallana gigas,Thunberg,Pacific oyster,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,Ostreoidea,Ostreidae,Crassostreinae,Exotic,genus not in CDC records,confirmed,documented,1968-02-14T09:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-12-26,benkeen,https://www.inaturalist.org/observations/36983548,Gibbs: Porteau; (original record: Crassostrea gigas),605992,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostrea conchaphila,Carpenter,olympia oyster,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,Ostreoidea,Ostreidae,Ostreinae,resident,S3 (2003),reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,69191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlamys rubida,Hinds,reddish scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Exotic,genus not in CDC records,new 2015,documented,,,,,,2015-06-20,mlssofbc,http://www.inaturalist.org/observations/3189202,,84496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crassadoma gigantea,J.E. Gray,giant rock scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,54526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pododesmus macrochisma,Deshayes,green false-jingle,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Anomioidea,Anomiidae,,Exotic,genus not in CDC records,reported,undocumented,2015-10-15T12:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,"Gibbs: Porteau, pilings",68652,,49.54983,-123.24167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlamys sp.,Röding,none,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinoidea,,,,,,genus not in CDC records,reported,undocumented,2016-07-03T13:28:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau 2008 slide,84497,,49.56617,-123.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crassadoma gigantea,Gray,Giant Rock Scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinoidea,,,,,,genus not in CDC records,reported,undocumented,1987-07-20T21:40:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,Gibbs: Porteau,54526,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anodontini,,a tribe of mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Unionida,,Unionoidea,Unionidae,Unioninae,Exotic,,new 2021,documented,,,,,,5/14/2021,rworcest,https://www.inaturalist.org/observations/78770566,,899469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodesma navicula,Adams & Reeve,rock entodesma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata, ,,Pandoroidea,Lyonsiidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,339164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panopea generosa,Gould,pacific geoduck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea, Hiatellidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,117618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solen sicarius,Gould,sickle jackknife-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Solenoidea,Solenidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,117612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinocardium ciliatum,Fabricius,hairy cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Ciliatocardium ciliatum updated to current iNaturalist taxonomy,940646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinocardium nuttallii,Conrad,Nuttall's cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,Exotic,genus not in CDC records,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-09-15,benkeen,https://www.inaturalist.org/observations/16568423,,69925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gari californica,Conrad,california sunsetclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,117631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macoma nasuta,Conrad,bent-nose macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,117612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuttallia obscurata,Reeve,purple mahogany clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,Exotic,genus not in CDC records,new 2018,documented,,,,,,2018-12-07,benkeen,https://www.inaturalist.org/observations/18883943,,430211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellia suborbicularis,Montagu,suborbicular kellyclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,Galeommatoidea,Lasaeidae,Lasaeidae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,253475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bankia setacea,Tryon,feathery shipworm,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Teredinidae,Bankiinae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,871413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mya arenaria,L.,soft-shelled clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,Exotic,genus not in CDC records,confirmed,documented,1975-04-27,,RBCM,001-00259-001,,2020-07-04,trishabt,https://www.inaturalist.org/observations/51949812,historical record Squamish,81634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mya truncata,L.,truncated softshell-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,81635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humilaria kennerleyi,Reeve,kennerley's venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,873901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukoma staminea,Conrad,Pacific littleneck clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Chioninae,Exotic,genus not in CDC records,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-12-07,benkeen,https://www.inaturalist.org/observations/18883898,,333608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruditapes philippinarum,Adams & Reeve,Japanese littleneck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Exotic,genus not in CDC records,new 2019,documented,,,, ,,2019-12-26,benkeen,https://www.inaturalist.org/observations/36983558,,343269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxidomus gigantea,Deshayes,washington butter clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,130233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tresus capax,Gould,Fat Gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,,,,genus not in CDC records,reported,undocumented,2011-02-05T13:49:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,"Gibbs: Porteau, ferry dock",126927,,49.55983,-123.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tresus nuttallii,Conrad,Pacific Gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,,,,genus not in CDC records,reported,undocumented,2005-02-17T10:45:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,,,117611,,49.56283,-123.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tresus sp.,Gray,gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,117624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venerupis philippinarum,A. Adams & Reeve,japanese littleneck clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Exotic,genus not in CDC records,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,343269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doryteuthis opalescens ,Berry,opalescent squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Myopsida,,,Loliginidae,,Exotic,genus not in CDC records,reported,undocumented,2005-06-09T11:30:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,Gibbs: Furry Creek,153981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossia pacifica,Berry,stubby squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,Sepiolina,,Sepiolidae,Rossiinae,Exotic,genus not in CDC records,confirmed,documented,2017-04-28T11:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,"LGL Limited, Environmental Research Associates, Sidney, BC",2020-03-22,zachbaranowski,https://www.inaturalist.org/observations/40596015,Gibbs: Porteau,151358,,49.56103,-123.23512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enteroctopus dofleini,Wülker,giant Pacific octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Enteroctopodidae,,Exotic,genus not in CDC records,reported,undocumented,DG:2015-10-15; RBCM:1963-08-30,"Donna Gibbs, also:",RBCM,976-00029-006,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,"Gibbs Porteau, pilings. RBCM: Octopus apollyone, Horseshoe Bay, updated to iNat tax",48863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
