Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Taraxacum officinale agg.,,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,officinale,,,,exotic,unlisted,,confirmed,observed,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report),,,2017-04-11,Andrew Simon,https://www.inaturalist.org/observations/5651774,"Taraxacumas a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project; PNW botanists are happy to adopt European microspecies when there are few of them (e.g. R. armeniacus: a microspecies consisting of a single clone). But there are too many species of Taraxacum in BC for this to be applied without very hard work and pain. But again there are real problems with using T. officinale and T. erythrospermum in the FPNW sense as they lump things which have different evolutionary origins. Best practice would be to use sections as broad level taxa or “species"" as these can be recognized quite easily with a bit of training (for instance Galiano has Taraxacum sect. Hamatum as its commonest dandelion group). We are not there yet... Pro tem., I suggest using ""T. officinale agg."", and ""T. erythrospermum agg."" (without authorities - they are not biologically species). There is a long road before BC botanists will accept a more biologically meaningful treatment of Taraxacum diversity. This does not much matter for the introductions (and there are no natives on Galiano), but is an absolute tragedy for the natives where a fantastic richness of endemic alpine species languish under the completely ridiculous name “T. ceratophorum”. (T. ceratophorum is an asian species that looks nothing like anything in BC!).",47602,VAS,accepted,47602,Taraxacum officinale,Taraxacum officinale
Taxus brevifolia,Nutt.,,western yew,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Taxaceae,,,Taxus,brevifolia,,,,native,S5,,confirmed,observed,,Kent Brothers,VMS Private List,,,2011-12-22,T. Abe Lloyd,https://www.inaturalist.org/observations/38191923,,55209,VAS,accepted,55209,Taxus brevifolia,Taxus brevifolia
Teesdalia nudicaulis,(L.) W.T.Aiton,,shepherd's cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Iberideae,Teesdalia,nudicaulis,,,,exotic,unlisted,,new 2020,observed,,,,,,2020-04-19,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/42637654,,79325,VAS,accepted,79325,Teesdalia nudicaulis,Teesdalia nudicaulis
Tellima grandiflora,(Pursh) Douglas ex Lindl.,,fringecup,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tellima,grandiflora,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575142,,51655,VAS,accepted,51655,Tellima grandiflora,Tellima grandiflora
Thlaspi arvense,L.,,field pennycress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Thlaspi,arvense,,,,exotic,unlisted,,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097837,,2017-05-09,Andrew Simon,https://www.inaturalist.org/observations/6217506,,79358,VAS,accepted,79358,Thlaspi arvense,Thlaspi arvense
Thuja plicata,Donn ex D. Don,,western redcedar,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Cupressaceae,,,Thuja,plicata,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2012-06-15,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/2586537,,48252,VAS,accepted,48252,Thuja plicata,Thuja plicata
Thysanocarpus curvipes,Hook.,,sand lacepod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Thysanocarpus,curvipes,,,,native,S3S4,,confirmed,observed,1980-04-11,Harvey Janszen,RBCM,V107363,1949556084,2014-03-22,Ryan Batten,https://www.inaturalist.org/observations/9145205,,58088,VAS,accepted,58088,Thysanocarpus curvipes,Thysanocarpus curvipes
Tiarella trifoliata var. laciniata,(Hook.) Wheelock,,lace foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tiarella,trifoliata,,,laciniata,native,S5 (2000),,new 2019,observed,,,,,,2019-04-27,Justine Apostolopoulos,https://www.inaturalist.org/observations/24497694,,51650,VAS,accepted,51650,Tiarella trifoliata laciniata,Tiarella trifoliata laciniata
Tiarella trifoliata var. trifoliata,L.,,three-leaved foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tiarella,trifoliata,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569314,,51643,VAS,accepted,51649,Tiarella trifoliata trifoliata,Tiarella trifoliata
Tolmiea menziesii,(Pursh) Torr. & A. Gray,,piggy-back plant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Tolmiea,menziesii,,,,native,S5,,new 2017,unobserved,2017-05-27,Tyler Innes,Bioblitz Galiano2017,,,,,,Likely misreported,128848,VAS,accepted,128848,Tolmiea menziesii,Tolmiea menziesii
Torilis arvensis,(Huds.) Link,,common hedge parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,,,,exotic,unlisted,,confirmed,observed,2022-06-13,Frank Lomer,UBC,13038,,2016-05-30,Andrew Simon,http://www.inaturalist.org/observations/3351252,,56846,VAS,accepted,56846,Torilis arvensis,Torilis arvensis
Torilis japonica,(Houtt.) DC.,,upright hedge-parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,japonica,,,,exotic,unlisted,,confirmed,observed,1976-07-13,Harvey Janszen,RBCM,V087237,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625063,,133918,VAS,accepted,133918,Torilis japonica,Torilis japonica
Torreyochloa pallida var. pauciflora,(Torr.) G.L. Church,(J. Presl) J.I. Davis,weak false-manna,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,,,pauciflora,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-07-07,Andrew Simon,https://www.inaturalist.org/observations/28440118,,81431,VAS,accepted,81431,Torreyochloa pallida pauciflora,Torreyochloa pallida pauciflora
Toxicodendron diversilobum,(Torr. & A. Gray) Greene,,poison oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Sapindales,,,Anacardiaceae,,,Toxicodendron,diversilobum,,,,native,S3S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-09-02,Adam Huggins,https://www.inaturalist.org/observations/16152487,,51080,VAS,accepted,51080,Toxicodendron diversilobum,Toxicodendron diversilobum
Toxicoscordion venenosum,(S. Watson) Rydb.,,meadow death-camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,,Toxicoscordion,venenosum,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2014-05-16,Corinne Risler,https://www.inaturalist.org/observations/52441872,Reported as Zigadenus venenosus,59087,VAS,accepted,59087,Toxicoscordion venenosum,Toxicoscordion venenosum
Tragopogon porrifolius,L.,,common salsify,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Tragopogon,porrifolius,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310912,,54141,VAS,accepted,54141,Tragopogon porrifolius,Tragopogon porrifolius
Trifolium arvense,L.,,hare's-foot clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3543095,,79408,VAS,accepted,79408,Trifolium arvense,Trifolium arvense
Trifolium campestre,Schreb.,,low hop-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,,,,exotic,unlisted,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113767,,2018-06-03,Andrew Simon,https://www.inaturalist.org/observations/13102174,,57076,VAS,accepted,57076,Trifolium campestre,Trifolium campestre
Trifolium dichotomum,Hook. & Arn.,,Macrae's clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,,,,native,S2 (2021),,confirmed,observed,1981-05-11,Harvey Janszen,RBCM,V113443,,2022-05-11,Andrew Simon,https://www.inaturalist.org/observations/116636297,,61179,VAS,accepted,61179,Trifolium dichotomum,Trifolium dichotomum
Trifolium dubium,Sibth.,,small hop-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2622584,,53313,VAS,accepted,53313,Trifolium dubium,Trifolium dubium
Trifolium glomeratum,L.,,clustered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,glomeratum,,,,exotic,unlisted,,new 2020,observed,2022-06-08,Frank Lomer,UBC,12980,,2020-05-31,Andrew Simon,https://www.inaturalist.org/observations/48091413,,61021,VAS,accepted,61021,Trifolium glomeratum,Trifolium glomeratum
Trifolium hybridum,L.,,alsike clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-08-17,Andrew Simon,https://www.inaturalist.org/observations/15604523,,61824,VAS,accepted,61824,Trifolium hybridum,Trifolium hybridum
Trifolium incarnatum,L.,,crimson clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,incarnatum,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-06-01,Andrew Simon,https://www.inaturalist.org/observations/13031888,,64268,VAS,accepted,64268,Trifolium incarnatum,Trifolium incarnatum
Trifolium microcephalum,Pursh,,small-headed clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microcephalum,,,,native,S5,,confirmed,observed,2001-04-11,Frank Lomer,UBC,V234969,,2017-05-26,Alexander J. Wright,https://www.inaturalist.org/observations/6410327,,58911,VAS,accepted,58911,Trifolium microcephalum,Trifolium microcephalum
Trifolium microdon,Hook. & Arn.,,thimble clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-26,Alexander J. Wright,https://www.inaturalist.org/observations/6410328,,57079,VAS,accepted,57079,Trifolium microdon,Trifolium microdon
Trifolium oliganthum,Steud.,,few-flowered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575077,,71122,VAS,accepted,71122,Trifolium oliganthum,Trifolium oliganthum
Trifolium pratense,L.,,red clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-31,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2663792,,51875,VAS,accepted,51875,Trifolium pratense,Trifolium pratense
Trifolium repens,L.,,white clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2621686,,55745,VAS,accepted,55745,Trifolium repens,Trifolium repens
Trifolium striatum,L.,,knotted clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,,,,exotic,unlisted,,new 2022,observed,2022-06-14,Frank Lomer,UBC,13045,,2022-06-04,Andrew Simon,https://www.inaturalist.org/observations/120494853,,79432,VAS,accepted,79432,Trifolium striatum,Trifolium striatum
Trifolium subterraneum,L.,,subterranean clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,subterraneum,,,,exotic,unlisted,,confirmed,observed,1981-05-11,Harvey Janszen,RBCM,V113439,1949562469,2017-05-09,Sarah Tweedale,https://www.inaturalist.org/observations/6154854,,60201,VAS,accepted,60201,Trifolium subterraneum,Trifolium subterraneum
Trifolium variegatum,Nutt.,,white-tipped clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178686,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/6425074,,57080,VAS,accepted,57080,Trifolium variegatum,Trifolium variegatum
Trifolium willdenovii,Spreng.,,tomcat clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2013-04-24,Felix Erhard,http://www.inaturalist.org/observations/2628151,,57081,VAS,accepted,57081,Trifolium willdenovii,Trifolium willdenovii
Trifolium wormskioldii,Lehm.,,springbank clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,71146,VAS,accepted,71146,Trifolium wormskioldii,Trifolium wormskioldii
Triglochin concinna var. concinna,Burtt Davy,,graceful arrow-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,concinna,,,,native,S3S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,79435,VAS,accepted,81439,Triglochin concinna concinna,Triglochin concinna
Triglochin maritima,L.,,seaside arrow-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,maritima,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310652,,60264,VAS,accepted,60264,Triglochin maritima,Triglochin maritima
Triodanis perfoliata,(L.) Nieuwl.,,Venus’ looking-glass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Triodanis,perfoliata,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,64293,VAS,accepted,64293,Triodanis perfoliata,Triodanis perfoliata
Triphysaria pusilla,(Benth.) T.I. Chuang & Heckard,,dwarf owl-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Orobanchaceae,,,Triphysaria,pusilla,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178677,,2017-03-23,Sarah Tweedale,https://www.inaturalist.org/observations/5437942,,57276,VAS,accepted,57276,Triphysaria pusilla,Triphysaria pusilla
Trisetum canescens,Buckley,,tall trisetum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Trisetum,canescens,,,,native,S5 (2000),,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538566,,64229,VAS,accepted,64229,Trisetum canescens,Trisetum canescens
Trisetum cernuum,Trin.,,nodding trisetum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Trisetum,cernuum,,,,native,S5,,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V097870,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12762226,syn. Trisetum canescensBuckley,79444,VAS,accepted,79444,Trisetum cernuum,Trisetum cernuum
Trisetum spicatum,(L.) K.Richt.,,spike trisetum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Trisetum,spicatum,,,,native,S5 (2019),,reported,unobserved,2010-05-22,,Hunterston Farms Bioblitz 2010,HUNTERSTON2010:276,,,,,,79446,VAS,accepted,79446,Trisetum spicatum,Trisetum spicatum
Triteleia grandiflora,Lindl.,,large-flowered triteleia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,,,,native,S5,,new 2018,observed,,,,,,2018-06-01,Sarah Tweedale,https://www.inaturalist.org/observations/13023459,Lat: 48.897453 Lon: -123.338455; Triteleia grandiflora var. howellii; has not been seen since first reported at this locality,243310,VAS,accepted,79452,Triteleia grandiflora,Triteleia grandiflora howellii
Triteleia hyacinthina,(Lindl.) Greene,,white triteleia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-24,Sarah Tweedale,http://www.inaturalist.org/observations/3314874,,57132,VAS,accepted,57132,Triteleia hyacinthina,Triteleia hyacinthina
Tsuga heterophylla,(Raf.) Sarg.,,western hemlock,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Tsuga,heterophylla,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2012-06-15,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/2586531,,48254,VAS,accepted,48254,Tsuga heterophylla,Tsuga heterophylla
Turritis glabra,L.,,tower mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Turritis,glabra,,,,native,S5,,confirmed,observed,1930-04-13,William Newcombe,RBCM,V025781,1949475348,2017-04-30,Andrew Simon,https://www.inaturalist.org/observations/6047552,,79460,VAS,accepted,79460,Turritis glabra,Turritis glabra
Tussilago farfara,L.,,coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Tussilago,farfara,,,,exotic,unlisted,,new 2019,observed,,,,,,2019-08-19,Caitlin Robinson,https://www.inaturalist.org/observations/31535496,,56222,VAS,accepted,56222,Tussilago farfara,Tussilago farfara
Typha angustifolia,L.,,lesser cattail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Typha,angustifolia,,,,exotic,unlisted,,confirmed,observed,2014-05-14,Frank Lomer,UBC,V241915,,2013-08-21,Felix Erhard,http://www.inaturalist.org/observations/2583333,,60316,VAS,accepted,60316,Typha angustifolia,Typha angustifolia
Typha latifolia,L.,,common cattail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Typha,latifolia,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566297,,48685,VAS,accepted,48685,Typha latifolia,Typha latifolia
Ulex europaeus,L.,,gorse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Ulex,europaeus,,,,exotic,unlisted,,confirmed,observed,1975-05-14,Angela Wood,RBCM,V097722,1949546879,2013-04-10,Felix Erhard,http://www.inaturalist.org/observations/2583402,,51751,VAS,accepted,51751,Ulex europaeus,Ulex europaeus
